file,point_count,plane_count,face_count,face_point_total,unique_texture_tags,signature
7LAVA3.3D,9,4,4,16,4,45baba187ea21a438785b25c4dffc9c71671f4e2
7LAVA4.3D,9,4,4,16,1,800e2ce169d53ef8ae9bc1d6c8f13b3b376346ed
7LAVA5.3D,9,4,4,16,4,bc51634cf10048691d194def482af297303d986a
7LAVA6.3D,9,4,4,16,3,36fbc2750fa2c2f56a0d1b9a7eef150b12f2cfae
7LAVA7.3D,9,4,4,16,1,800e2ce169d53ef8ae9bc1d6c8f13b3b376346ed
7LAVA8.3D,9,4,4,16,4,bde60792cd06ee314ae72fbde37e2d1220866f28
7LAVA9.3D,9,4,4,16,4,a781f19d0b2df015afb3d9f191957f285ac6e736
7MECH.3D,28,28,28,84,28,c5520c88e48f6adaf229a021f5474846fb208df1
7MECHLEV.3D,28,52,52,156,41,fc47e9802c767573a3d051e9603e11a461c6b886
7PILLAR.3D,40,36,36,144,3,ea28ddbe1c0eeddf3c2ede4abe7dd364538aa257
7POST.3D,8,4,4,16,4,daeb0ece4b8db8109fdf5fbde73547948ded8f19
7PYLON1.3D,28,44,44,132,27,578957dec83ef4ff63d34ec404f950bd9c6df26c
7PYLON2.3D,28,44,44,132,27,578957dec83ef4ff63d34ec404f950bd9c6df26c
7ROCK.3D,26,48,48,144,30,2b2329d7c270fe37a6e18c4f702f1533700fae5e
7ROCKO.3D,31,55,55,165,40,50e0b3bf68d5e291524d65471b6cdec42f52b714
7ROPE1.3D,20,36,36,108,33,d71628a41852765ea28a46b83fe1b4aeb023f4c1
7ROPE2.3D,20,36,36,108,33,3b6b3b5db3a351f97752ec0b6ac5741acfbccfea
7ROPE3.3D,20,36,36,108,33,3b6b3b5db3a351f97752ec0b6ac5741acfbccfea
7ROPE4.3D,20,36,36,108,33,3b6b3b5db3a351f97752ec0b6ac5741acfbccfea
7SEDHI.3D,80,156,156,468,106,299ff77bf8b349311823043fe63d19a4e3bff5dc
7SEDLOW.3D,84,164,164,492,2,4e21ef8c649a3c43baaf5e1b10c8a364ec265300
7SIL1.3D,37,70,70,210,51,08ff21856fb443e47387f6c9f0146cc47441ca92
7SIL2.3D,37,70,70,210,51,0f3c4ff72ae89494ae02a0f1b1c4edef1a7aadf4
7SIL3.3D,37,70,70,210,51,8e4de4af67e1cfcb0f1b94267ef10fc400406ed6
7SIL4.3D,37,70,70,210,51,0f3c4ff72ae89494ae02a0f1b1c4edef1a7aadf4
7SIL5.3D,37,70,70,210,52,4dae3e2703de78b23cf66679f9e16e4af767d0b3
7SIL6.3D,37,70,70,210,52,e9e5c33e4ae81f56d00abc406f21ada96c367125
7SKULL.3D,28,23,23,98,4,705f6d0fc4dfde7713426e0a99d4870ef17355e2
7STAL.3D,26,45,45,135,45,9dd15a76480dd3395f460bf44e1863144417fdb3
7STOCK.3D,80,156,156,468,40,dbf2f652a228be11ca48deac73038d4658d3cc37
7SWIVEL.3D,28,50,50,150,44,99385920de4327a3f1badba6ccf3e0d57bf6bddd
7TEMPLE.3D,25,26,26,96,3,137263ab8bb45e0245809594343edbb2fa6c00fe
7TORCH.3D,32,29,29,116,2,fe56e095fb47bbb79aa02fc9ed8bbcdffc36494b
7TREE.3D,66,120,120,360,94,d9661551a21f59233232c1e9d9b412169782b6d1
7TRIGGER.3D,8,12,12,36,1,264eb98b374ef0d78cbb9e2a8b15758422955933
7UPASS.3D,67,114,114,347,2,bc7c4c4025329daf645fff710dc59b93c007abd6
7VOLC.3D,10,5,5,20,5,ae4f5bd528e3e9bbda6939918c6ba40711622399
7VOLC1.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC10.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC11.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC12.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC13.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC14.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC2.3D,10,8,8,24,5,03e69241583f6928554891b7e8b3728364cd014b
7VOLC3.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC4.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC5.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC6.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC7.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC8.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLC9.3D,10,8,8,24,1,e7ca23434843443fc764e44c0895c7a8b42b1785
7VOLCANO.3D,10,5,5,20,1,010704ce05b9686a1c0015a9d075d20b2d50e99a
7WIRE1.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WIRE2.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WIRE3.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WIRE4.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WIRE5.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WIRE6.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WIRE7.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WIRE8.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
7WPOLE.3D,25,22,22,90,2,6c460c14b9eb7c0e814d73f1b8f0d821dd5bb1a4
8.3D,18,13,13,54,1,f3d592e2058b31212be21e2d15337f7a8e838d35
9.3D,44,72,72,224,1,22c2d967f805ca4ce4448fc2d6bc49d5b4800fdc
A06.3D,55,88,88,264,73,b2b64573a5905b6ef60617c22c3c90a5dd6afaaa
A1.3D,54,50,50,192,1,597e5c1b8b44f0b79c192a908b92e63ea915b6b9
A10.3D,22,22,22,66,1,0d62ef924d66aabed614f4d6380558f8568a6d51
A11.3D,53,68,68,204,1,8bb14fc8624ccf540a29fe82618e71d4564564b4
A12.3D,87,137,137,429,1,bd1f70eef89a306889ceb2413b4b927d2319191c
A13.3D,29,30,30,93,1,89d35fc3b255b2b38eb68e473dc8899e059ecfb4
A14.3D,58,94,94,282,1,2ad8dbf6dfc7fb5e0b1a11cd11446416d70675d2
A15.3D,179,264,264,827,1,56a4fa22a37b26ad5e718730a57d34c4df9e3b4d
A16.3D,158,271,271,828,1,d6e59ef0bd51f7a0bcae176faeb24a52ac574bba
A17.3D,49,63,63,192,1,e8080a4e7720b07ba56e632fb9dda1397b9023ff
A17B.3D,68,78,78,234,1,6ab7e2bf7acc9337c231d1b1bb8ca593d9710cd7
A17C.3D,32,30,30,90,1,d056d277d6ea84f255372c8f06d0dc2abeb6d6f0
A18.3D,116,219,219,659,1,ea797c9e8378aa986f0f2661a3f5352d1be35c4b
A19.3D,194,364,364,1096,1,ca638951a3fbea7a3d3d87958f16cdcdc9e515db
A2.3D,32,47,47,142,1,5a0bf98d5718c1b3549c64f13e7ec1d59a4d1447
A20.3D,110,198,198,594,1,de7d529d5573ac59b02df0dcb626aa98a62fed51
A21.3D,55,84,84,261,1,d79576ccb9c18a87f656fd4ce3fdc4ce827d5838
A22.3D,187,358,358,1074,1,33056cc5277dbc88bc99d0ac3a3fc3011fd466de
A23.3D,31,40,40,120,1,c4649af35f6f39670bdd3e76d5aba940c0f92ded
A24.3D,28,29,29,90,1,e497cf09cbda7a70c85dcff32e38a9c14c206701
A25.3D,46,68,68,204,1,8a6debcade223ae62d376d2140f6bda76b0d3f1e
A26.3D,28,42,42,126,1,9d9d6b6c7efe8ccee895af0b6047dc0cb610a589
A27.3D,64,94,94,323,51,c88596a6ff4fce73da464e011b5e7e0c6557e4a7
A27I.3D,87,78,78,277,1,47bf317225be56d3afc5c561edd18012dd76cdb4
A28.3D,90,142,142,445,1,eb41b6ed788f2a93aae6e25cbc1f9509acfb0ae3
A29.3D,52,62,62,196,1,f8164d395b108e8e27cc0e82043d067ffd5b7296
A3.3D,88,119,119,398,1,e2497282de13f6a4f7117eb309f9f570a1e75c34
A30.3D,93,164,164,492,1,733f0f70c231b85e1d383a62a03bf82c72e95de4
A31.3D,48,68,68,211,1,b63c09cf7c21c4e19b856187ab15d8db52466254
A32.3D,38,48,48,150,1,114aa0bdb275c288b438c7156d8b8aeee58447ae
A33.3D,129,238,238,714,1,3f43c1e2fb6fffd9b055aa0f81c47a36af652f03
A34.3D,10,9,9,30,1,fae1b6514ca42b2fc77ca0be8409b82c906b2677
A35.3D,12,10,10,34,1,b6bebb9855dd08eabff26dd34a1db0ecbddb87c2
A36.3D,10,9,9,30,1,fae1b6514ca42b2fc77ca0be8409b82c906b2677
A37.3D,12,10,10,34,1,b6bebb9855dd08eabff26dd34a1db0ecbddb87c2
A38.3D,12,13,13,44,1,14890fb8541f6cffd33b9664329e37f6e1719e45
A39.3D,52,45,45,170,1,a98d35bcf593abe1eb101a5e86c68686b8cbb3c4
A4.3D,110,157,157,519,1,cc32da2105a12bbbf9ead3bc7e93d96dd74f0d03
A40.3D,16,18,18,58,1,538583428c3ac5a8c13fa7f3b7eb3a1b0c0a9062
A41.3D,16,17,17,56,1,a5ca2efc1a9199e23e629daca0e05d677fb41d5e
A42.3D,43,65,65,208,1,762c700021a8e4d6e6ccca95b8ba9c2ca3316248
A43.3D,77,101,101,333,1,5311cd420aadc35640ceaeeef26685a8044bfb16
A44A01.3D,45,50,50,166,1,678ce9d7dce7f31f6cffbfc249ce5678a7921c6a
A44B.3D,123,169,169,562,1,21bcaf6321b854ef5af29a10b652e7c0f4d83af0
A45.3D,58,44,44,190,1,67f0c90adde53b0fda6e91cd154807ab44d40615
A46B.3D,25,26,26,98,1,4571002219e7313f2ad8640069cffb4995dd993a
A47.3D,51,63,63,218,1,36aa5ea07c29c10e21b8f5a25937da043778f646
A49.3D,70,88,88,306,1,d7c16e582915e0ea5790e7434ec5f80a6d49b758
A5.3D,68,77,77,254,1,8a4bd2a1bb4acdb2e21ae197812daac9e9c05c50
A50.3D,21,25,25,89,1,8b006fcd96178c34e3f5d95d9741443babfbadc5
A51.3D,40,33,33,123,1,3eccc70131455277b2931ae50ed53c0af5dbca1f
A52.3D,37,47,47,166,1,f421b4bd00792de43a03caae86f87b63aec27bd9
A53.3D,34,61,61,184,1,977cfd4548d8529540b6a7a6e757eb37ff172a01
A54.3D,164,257,257,831,1,f7c36f1c1c713f31e56929bcea722ecbdca5433f
A55.3D,70,68,68,268,1,f8ddb020a73e40a41fda0bff3c047f6d499014ae
A56.3D,206,192,192,769,1,9ee8f6da0d4b42b65d11afb153933af288efd1c4
A59.3D,91,108,108,395,1,2d856e48564cafbcd05884f916e9bd6df286b348
A6.3D,55,88,88,264,1,1bbf21cfcd953747205bd5279fcad696e0da7c7b
A7.3D,33,43,43,130,1,be70c320efb5820110dec2ba25c26a54d4e587f2
A8.3D,22,21,21,64,1,6f39387d21cf7a07de9d21bf2cb4bf4d7bb44747
A9.3D,33,42,42,128,1,8b96ad83385707cd8e0bbaae91b9d7592880d852
ALTAR.3D,36,27,27,112,1,a0e219fb861ec9a7b21be68956ad95cdf0181f65
ALTERX.3D,22,17,17,66,1,6d00682f52512b5e1c904da011245d5bbc31f152
ANVIL.3D,40,33,33,140,1,545d3d0f0d2781abd54e90e9844b4e89407fc5c7
ARCH1.3D,246,247,247,905,1,180d236b4a32d361d5ef5fbf561183efda700af7
ARCH2.3D,270,300,300,1072,1,5be986324b6a9192b2eb6f53a3f109937c3da345
ARCH3.3D,201,210,210,760,1,90f16b8bbe7aaadde3726985dee5398d2501cf3e
ARMOR.3D,339,373,373,1257,1,8b76071313019513b69821be2dea7a897028ee08
ARROW.3D,30,30,30,102,1,96f8df91a94e832c115e9861bbc1f3a013072091
ARSENAL.3D,22,14,14,64,1,704fb35670acf7e99e206d7a5080d9a7ef6047ab
ASDA.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
ATRIUM.3D,16,11,11,48,1,e6b238a3bee997cf4a57c9c82a2329ee18d42b26
AX.3D,45,67,67,219,1,436b00db0ccf437cc9ec2cbbebbe2f283e69961f
BARACKS.3D,672,697,697,2736,1,abc47b940c74e7d3aa1bffc553b9d9fd98f4df95
BARAK.3D,28,18,18,84,1,8ef01e02ec1a4dcfc7a5584a93d7a3720f91ca2a
BARBED.3D,40,36,36,148,1,6e66e280b402d8c4de1807a944f63ceef30e6a59
BARBNCH.3D,24,22,22,88,1,90fb4dc9be16d0f1b1949a016a62184489ce196f
BARDOOR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
BARDOOR2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
BAREL.3D,24,27,27,94,1,95941c373d3b01362a462b8fa8ad2310fbc91f8d
BARKDR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
BARKDR2.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
BARN.3D,173,198,198,736,1,333fb9842539bee2ccc42133a3ba2d800b647f2b
BARPIL1.3D,40,38,38,152,1,241b2913c301bcb1ae7f8035435b77c6ebe4ebfb
BARPLAT1.3D,7,3,3,12,1,c435577449fc00ab9c5006a95dc5411b9c2dc19f
BARPLAT2.3D,7,3,3,12,1,c435577449fc00ab9c5006a95dc5411b9c2dc19f
BARPLAT3.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
BARPLAT4.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
BARR.3D,57,59,59,227,1,9085ae410c56da443571e1f9e509a735e2c96bf2
BARRELL.3D,32,41,41,142,1,59240c57def914f6b92e74462ea545a0c6a551a5
BARSTEP1.3D,20,14,14,53,1,4dcc58c64d5109c1caab4316c5ac5233761485cc
BARSTEP2.3D,60,46,46,178,1,7cc91c16bb8df3b2441fa567c43c680fbb6e3ab1
BARSTEP3.3D,20,14,14,53,1,4dcc58c64d5109c1caab4316c5ac5233761485cc
BARSTEP4.3D,61,49,49,184,1,c63db245bf4f2c6d38adb57af9ee54b364617b90
BARTABL.3D,20,18,18,72,1,ffee588251b38ca93d3d5fe7900d1028fdd29437
BARWALL1.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
BARWALL2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
BASKET.3D,32,26,26,112,1,a7d9d140a8c089fadf3aadf1b34a82fcc5ebc718
BASKET1.3D,36,25,25,108,17,3a65c0e4dab158875d4409f7bb0195e5aa4bdff0
BATAXE.3D,48,48,48,182,1,33f1b589f2f42a153a5669e384b7aa47e9822f1a
BATMAGE.3D,260,366,366,1098,1,611e6fdae9c07e5bd10494eb15df884b9717487e
BBASE.3D,20,14,14,64,9,2251040148ff871b714fa913540f0952127e2b49
BEAM.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
BEAM2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
BED.3D,16,13,13,52,1,74144487b071f1969b3f9e81a181f114ae7556d5
BELL.3D,82,100,100,340,1,6242752bec35f31f5a5367b52f42b869d9c4c559
BELL2.3D,51,59,59,208,1,5321af29f1b5f1f818ecc12b08ad8ffa82a9a95f
BELLTWR.3D,24,21,21,84,1,6823142619edda4e5f7b13ac9ee77c755c257679
BELLTWR1.3D,184,157,157,686,1,fb8d6be22b93db9a8964f2fcf7bcd238a85d4dbc
BELLTWR2.3D,64,55,55,234,1,3a9886ac1829ca9269b1c52ba47799a4131d76fe
BELOW.3D,36,46,46,160,1,f48dbf5e85ceaec99afe5204ada0d92aeb11acdb
BELROPE.3D,24,40,40,136,1,f2bdd9c8004ae8a53d1f41f1aa50c9026ebe0ac0
BELSTEP.3D,48,36,36,144,1,fb90c38c6c7a2cb3b2d93e18bebd4a20253ac3a3
BELTDR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
BELTWR2.3D,56,50,50,208,1,a2d3a60f18accf5496bdbdef41bac0a1626588f7
BENCH.3D,40,25,25,100,1,a8477650d970099d8fdd73731030f64bfd68fd9f
BENCH1.3D,28,26,26,104,1,3b434a5dbd873b08afd44d155d01b367db59c1ec
BFLAG.3D,15,26,26,78,2,94d049b8801daaa167e25c1e50049e355972f2b7
BIGARCH.3D,8,2,2,8,1,d742de1e48e9bd8a263af61b2264756437776c47
BIGBED.3D,40,21,21,84,1,04cfc2b9be41dd6f2a9c797d4b84de549f25aa4a
BIGCRATE.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
BIGDOOR.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
BIGDOORA.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
BIGGEM.3D,6,12,12,36,1,241badd74b6047ce150e3c03c008c31503305f47
BIGTABL.3D,120,93,93,388,1,f57badea041972239f329f63fad67e9035cc90d4
BLKBATH.3D,48,42,42,176,1,0ebd7c72162e07f4e34ce347baa43e366103b937
BLKBUCKT.3D,48,63,63,218,1,7b1c8787ac8ce3fe33afebed909f40ff8d86a1d1
BLKLOGS.3D,56,48,48,212,1,728e7697b9a5beca28ef9bcf1255b58d5b55674b
BLKPIL1.3D,48,47,47,186,1,7e52322c80c9c90924dd57ab31aa443d4ad37a64
BLKPIL2.3D,48,46,46,184,1,d5d9df69933edceeb1c1215f6207208094b3797e
BLKPIT.3D,63,62,62,246,1,4b07ccd0e173d7117832b329875a5f617bc7b72e
BLKSMDR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
BLKSMITH.3D,16,13,13,54,1,877538ee763f747fe0887c8c51cb671b1d7ec0bb
BLKTBL.3D,56,59,59,236,1,2242fa6a944f75bdefd5979ef322590b41806484
BLKWEAP.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
BOAT.3D,44,48,48,160,1,d07ea73b8cb252fce679cb477557496c9dffae70
BOAT2.3D,44,48,48,160,1,d07ea73b8cb252fce679cb477557496c9dffae70
BOKSHF.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
BONE1.3D,65,101,101,316,1,7e8920ecaf407b8585ec31168b2295f3835b2e1b
BOOK.3D,12,8,8,36,1,7ed08d63df040b950ff82efdbd8fc027bd98a0ed
BOOTS.3D,36,57,57,178,1,319c86107d0a332843b0ce1fe9f9dc91a22f744b
BOW.3D,72,67,67,266,1,851df180afa3deabbe210df12e4cf80ad0e5f1d8
BRACE.3D,20,24,24,96,1,0d8688103cf3c50ed2fdca2142e7670b955145d1
BRBAREL.3D,66,78,78,248,1,125b5df916440f25f785f1ad72cd878db48a00b0
BRCHAIR.3D,51,56,56,179,1,03e49376d6e47664acb5bcba1f2a64b653b9a210
BRDFEED.3D,40,58,58,187,1,b19cce3a1b5e9e6983674648ff37113be0ff6b05
BRDSWORD.3D,29,25,25,104,1,3e13c5ac909da971d8dbacad34134eb26f70f4e5
BRG02.3D,40,27,27,122,20,b179c58909a2d4ea417d02eb9382d5630386d7b3
BRIDGE.3D,352,264,264,1056,1,a23b7d83b18b5ce554762f7c51e1a33d3f78e1be
BRIDGE2.3D,52,52,52,180,1,6354fd384eee7f189b737db0a66f663692ab5c0d
BRIDPL1.3D,68,57,57,220,1,494bee90a6dc5a1936076b3cde6cca366a166389
BRIDPL2.3D,68,64,64,239,1,2c3c7848c3dff64de88045819301c9be79615cdc
BRNDR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
BRNDR2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
BRNLADR.3D,82,126,126,434,1,39f7bc3bf7a9ac204117642175c80c6a2ada6c7e
BRNLOFT.3D,32,30,30,120,1,06d320801db7173fda3c7c1b9769bf80951b9e5f
BRNRAIL.3D,72,62,62,259,1,6297f1320ab5185c629577c78db4e84629d06cb3
BROADSWO.3D,21,29,29,96,1,2c7c57ad78959f6b7d9656848ba4c3333c93835f
BRTABL.3D,40,32,32,122,1,1b48977474ea938477d0f7a8c93e872d4570c932
BRTABLE.3D,60,56,56,188,1,8e6ff8eaf065d1d49db83d898cb7c1d1d3a6f326
BSPCAT.3D,26,22,22,92,4,3b0f74081e68190a122fe6833ffccbe3fae76560
BSP_BRG1.3D,40,27,27,122,2,5e600360a3880ffba0f953eeabfaad334ff0afaf
BSP_BTN1.3D,8,8,8,28,3,7d8aa27757b72a59d8b35bf1b685e540072496d2
BSP_CAT1.3D,26,22,22,92,16,5c3a4740ddff7f2c4c9889430868e7619c9da5a1
BSP_CAT2.3D,39,36,36,147,22,6926b6a5744105207b0aa27ef07960934e8597b4
BSP_CL01.3D,44,34,34,131,32,086d134c2ec0cf7c18cdb1cb95e12631564e8610
BSP_CL02.3D,24,14,14,56,9,747676de67c3725ea1a9dd3e09fce512cf0d03b3
BSP_CL03.3D,16,7,7,28,7,7b10f27d1c52cf1719f89ed6714670b47af4f190
BSP_CL04.3D,35,23,23,93,8,ed075926235b983a102ed05c8eaf1b2f8094e2aa
BSP_CL05.3D,27,18,18,68,17,77bd79c8cd152340b4c0883bd2bfd3c24c018e64
BSP_CL06.3D,24,14,14,56,8,aa5dc35803c660c2a05cc7087e38826b95403cb1
BSP_CL07.3D,36,25,25,99,10,9441346e807dd175a936a2db3153fb035dbe072b
BSP_CL08.3D,24,14,14,56,7,f155bf44c8884906cf31a18e0b00d4d5a161ed98
BSP_CL09.3D,27,18,18,68,7,77501b9ea3e84a7442f9a57640fa9ca88390475a
BSP_CL10.3D,26,16,16,63,9,a89a334d1628eea6e7eec7737b678141602d0f95
BSP_CL11.3D,24,14,14,56,14,680a460d1fe88eef0e1777af12c55d00e9e74f37
BSP_CL12.3D,24,14,14,56,10,dd8a6a4e6a89d15b0be510700c8126b26847bebd
BSP_CL13.3D,16,7,7,28,7,8b5c9031773040721ba35eb324ebb26f8922303e
BSP_CL14.3D,35,23,23,93,8,ed075926235b983a102ed05c8eaf1b2f8094e2aa
BSP_CL15.3D,27,18,18,68,8,8eb481b32c837ba762f3382c115deb53217ab3a3
BSP_CL16.3D,24,14,14,56,8,c125c425945a5396744505434fb4ba9602f5c882
BSP_CL17.3D,36,25,25,99,10,9441346e807dd175a936a2db3153fb035dbe072b
BSP_CL18.3D,24,14,14,56,7,3d1f015e19e1ec89b6e15b5de8250af7afe7bebd
BSP_CL19.3D,24,14,14,56,8,2c737b15bcdda1dff2d20557bb99795ea0604339
BSP_DNG1.3D,18,12,12,50,5,ae4abe3ba768bbe600a08c979008e09d0c15ce6b
BSP_DNG2.3D,97,66,66,318,45,b479487d37f788ff5f8c6649554426f39cf0a3c4
BSP_DNG3.3D,32,22,22,100,2,621cdf6040d426823abe7472fd25321bc7f57dd3
BSP_DNG4.3D,74,60,60,254,48,fa10c38f9ff23f8c4517d76d58228526fe815e92
BSP_DOR1.3D,10,7,7,28,2,b0f52cc416bd8418ec5d74c7cb553164cbf88aa6
BSP_DOR2.3D,10,7,7,28,4,49ec13bbc67397161aca46eb8336d1538ee51d67
BSP_DOR3.3D,8,6,6,24,6,108a28c42057999202d490472936bfbcc40fe6c5
BSP_DOR4.3D,8,6,6,24,5,09995ec1f28dd4dc16d6f1f4e4883ed139b70e63
BSP_DRWB.3D,8,6,6,24,3,4c0379b1dbb0dc74c96124e82d6282f79035635d
BSP_FPOL.3D,36,29,29,120,2,2f7ad023d74aa76ff18c24a25897bbf388808fc2
BSP_GAT1.3D,27,27,27,96,2,2eee7f856079f8474ac9ab745bae9f31ade10f5c
BSP_GAT2.3D,27,27,27,96,2,2eee7f856079f8474ac9ab745bae9f31ade10f5c
BSP_GRN1.3D,5,2,2,7,2,a9b1be4983b3b847be00a0ef9581730eb6911172
BSP_GRN2.3D,6,1,1,6,1,62244c9587759d25177cb5abc23b848ba7a96da5
BSP_GRN3.3D,4,1,1,4,1,7538d71fe886e52250ac4688b79aaf9e4d60921b
BSP_GRN4.3D,5,2,2,7,2,4a5cb96253dca81b5a175abdeb926a12e4a468cd
BSP_GRN5.3D,5,1,1,5,1,41bcdafdd7a3176fe2daa7c932c94cc727b12944
BSP_GRN6.3D,8,3,3,12,1,c251468d2171659654d04d76ba8ef6ca5a411469
BSP_GRN7.3D,5,2,2,7,2,c7400f6dc45857790a967a5a1a90650bb2967ccf
BSP_GRN8.3D,10,3,3,14,1,7b873358be45359a251a62c0525649fe4163682b
BSP_GRN9.3D,10,3,3,14,3,a5615c3a0dfbbe8e0cc091027cd70fd2bc5f0ed0
BSP_GTHS.3D,139,115,115,498,85,2e97314e1f40b58384360459899bcd390ecf6109
BSP_KEEP.3D,40,33,33,115,4,ca583b2affa49935f696212f7353545c69f4df1f
BSP_LFT1.3D,8,6,6,24,5,abc6e122d66dabed8a530c71ed5eb74d57fa221a
BSP_LFT2.3D,8,6,6,24,6,32990ed1ea282408b31d3961941e40f27b8364ea
BSP_LVA0.3D,24,17,17,67,6,ce33468f66cd176656c0ac6d883cc74350be6e8a
BSP_LVA1.3D,24,17,17,67,8,149362ef81d5092083ada06fadb02dc2f85716b6
BSP_LVA2.3D,27,17,17,68,11,c78d00b0dac03d5fb65b95f6a9a32d5c8870fdd1
BSP_LVA3.3D,11,6,6,23,6,63faea23c25dbb372c2fdaa6f3798f2677296b63
BSP_LVA4.3D,30,20,20,79,10,481dcae6306073b9fe81b4c66f32e8753e4ecf38
BSP_LVA5.3D,32,21,21,88,19,24cd40ab46bb2ff82331607a37943e817539ecc8
BSP_LVA6.3D,32,21,21,88,18,4b7fc297a4d781f4b9f08be41a817b595c4c9fe2
BSP_LVA7.3D,30,20,20,79,19,7665cfde1766ed64b6db529dcedfffb2eba58688
BSP_LVA8.3D,12,6,6,24,6,1beebbf26b361dc17581c72c675bdd442db88dff
BSP_LVA9.3D,27,17,17,68,9,c30b14544073c455c8cb1d8993cd16438a6243b4
BSP_LVRA.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
BSP_LVRB.3D,16,10,10,40,8,cabc0926aa0a4e77c59ba5b359d9f51667a6fbf2
BSP_PLR1.3D,16,9,9,42,1,4a86c44d31bf95dd29873e6b08f86a36cd6feacd
BSP_RMP1.3D,20,14,14,58,1,c70e80c7ba2cea6cba3b5b2f3828a638527f764b
BSP_RMP2.3D,17,10,10,40,8,57c5f2c88318415a0be1c697f56e27c11a709bba
BSP_RMP3.3D,6,3,3,11,3,c1076d110875fe8338323c0677110edc71290fa1
BSP_TRP1.3D,8,6,6,24,6,5cb7b3013ad77e00a148f21839d255be623dfd9e
BSP_TRP2.3D,8,6,6,24,5,1eeb7c8a79c8df6ff071ef0ee665c4fdff35ae0a
BSP_TWR1.3D,92,71,71,318,66,b708e790916f1ad31c7da9a108d2f7884c983b50
BSP_WAL1.3D,50,35,35,144,31,a9be1c7be616cd78c5a291047d817b6be15533ed
BSP_WAL2.3D,18,8,8,32,7,6fb15927affd562e4afc8c4bd73b65fe5bee0f16
BSP_WAL3.3D,34,24,24,93,17,99f4960bc08644fed39c2b25768b9dc32a7edeab
BSP_WAL4.3D,50,38,38,151,29,a0f56fc80b8d2eb8c24ca598645da12b6f8a917b
BSP_WAL5.3D,51,39,39,154,30,3590ba68ea6b6c66c340e758659d5c79b5aa416a
BSP_WAL6.3D,34,24,24,93,15,40648cceda54e4cb0e0109363fc13f5c10ba0712
