file,point_count,plane_count,face_count,face_point_total,unique_texture_tags,signature
MTEMP4.3D,24,20,20,84,1,65e0c4a6f056e30e1eb80d0e042544a1d3ccd68c
MTEMP5.3D,32,30,30,120,1,06d320801db7173fda3c7c1b9769bf80951b9e5f
MTEMP6.3D,32,32,32,124,1,70696d09511c3b7f8e765867b96a600aee337feb
MTEMP7.3D,24,22,22,88,1,90fb4dc9be16d0f1b1949a016a62184489ce196f
MTEMPD.3D,12,8,8,32,1,970dc45c6380a8251af3c6232e4dc73499892338
MTEMPLE.3D,364,446,446,1610,1,f17378c29e5a14f9f30018a5d0e24cf5bc475a18
MULTFLAG.3D,15,26,26,78,2,94d049b8801daaa167e25c1e50049e355972f2b7
NNCAVE1.3D,45,60,60,200,1,756f16fe10aab289455f7b529ff837e950535dda
NNCAVE2.3D,45,60,60,200,1,756f16fe10aab289455f7b529ff837e950535dda
NNCAVE3.3D,45,60,60,200,1,756f16fe10aab289455f7b529ff837e950535dda
NNCAVE4.3D,45,60,60,200,1,756f16fe10aab289455f7b529ff837e950535dda
NNCHASM.3D,130,102,102,420,1,b9033779d2410aa407e4d41d48bfb1b102c2f0dc
NNCOURT.3D,105,164,164,504,1,3308fbb078e52825e8976a18ab70580e3b03b306
NNCURB1.3D,22,27,27,90,1,dc89991f662f087fe7b6afa63278fb43de4288c9
NNCURB2.3D,26,31,31,106,1,42186ebf196c8d33d9bbe5c17d450bb1a789e6ee
NNCURB3.3D,32,38,38,132,1,38f5565dc8a762be9cbda216003cf7a2f9ffc9fd
NNCURB4.3D,24,27,27,94,1,95941c373d3b01362a462b8fa8ad2310fbc91f8d
NNEND1.3D,16,9,9,44,1,f4cdaa66d3ddec31b78e55fdf33df55d8c45033d
NNEND2.3D,16,9,9,44,1,f4cdaa66d3ddec31b78e55fdf33df55d8c45033d
NNEND3.3D,16,9,9,44,1,f4cdaa66d3ddec31b78e55fdf33df55d8c45033d
NNEND4.3D,16,9,9,44,1,f4cdaa66d3ddec31b78e55fdf33df55d8c45033d
NNFORK1.3D,24,19,19,76,1,626f5821d5655acb15d7aa06e1099485143cee32
NNFORK2.3D,24,17,17,72,1,f0dee99a3c65d90017947f0cc8800e4cdf16bdd3
NNFORK3.3D,24,17,17,72,1,f0dee99a3c65d90017947f0cc8800e4cdf16bdd3
NNFORK4.3D,24,17,17,72,1,f0dee99a3c65d90017947f0cc8800e4cdf16bdd3
NNHALL01.3D,8,5,5,18,1,d0a0b2cdebb59784fa5c5165cd4d912d8ca8bf9d
NNHALL02.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNHALL03.3D,8,7,7,22,1,d87eb7f8fa91ff4f287fc7092c189650762e57c1
NNHALL04.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNHALL1.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNHALL2.3D,8,7,7,22,1,d87eb7f8fa91ff4f287fc7092c189650762e57c1
NNHALL3.3D,8,5,5,18,1,d0a0b2cdebb59784fa5c5165cd4d912d8ca8bf9d
NNHALL4.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNHALL5.3D,8,7,7,22,1,d87eb7f8fa91ff4f287fc7092c189650762e57c1
NNHALL6.3D,8,6,6,20,1,007150a71d05370199e73c7d78cd83661c0b0553
NNHALL7.3D,8,7,7,22,1,d87eb7f8fa91ff4f287fc7092c189650762e57c1
NNHALL8.3D,8,6,6,20,1,007150a71d05370199e73c7d78cd83661c0b0553
NNLAVA.3D,36,25,25,100,1,967162650d4af5e377376c96b988c156b99db08f
NNLOW1.3D,22,15,15,66,1,badc297b9358c0dd978688af6d0603b60c837acc
NNLOW2.3D,22,15,15,66,1,badc297b9358c0dd978688af6d0603b60c837acc
NNLOW3.3D,22,15,15,66,1,badc297b9358c0dd978688af6d0603b60c837acc
NNLOW4.3D,26,19,19,82,1,5a859bee1726d193934007100adc2d494375caa7
NNPATH1.3D,16,18,18,60,1,4e573f35d58b7ac553abdf761c42363ebd951c38
NNPATH2.3D,16,18,18,60,1,4e573f35d58b7ac553abdf761c42363ebd951c38
NNPIT1.3D,24,12,12,64,1,fd98f643b839728decccd0039344760857dd5623
NNPIT2.3D,28,13,13,72,1,ba0e93d6f287d5de06d011f21bf53d00a69bc702
NNPIT3.3D,24,12,12,64,1,fd98f643b839728decccd0039344760857dd5623
NNPIT4.3D,28,13,13,72,1,ba0e93d6f287d5de06d011f21bf53d00a69bc702
NNPLANK1.3D,26,19,19,82,1,5a859bee1726d193934007100adc2d494375caa7
NNPLANK2.3D,26,19,19,82,1,5a859bee1726d193934007100adc2d494375caa7
NNPLANK3.3D,28,18,18,84,1,8ef01e02ec1a4dcfc7a5584a93d7a3720f91ca2a
NNPLANK4.3D,30,21,21,94,15,4b8c4be400991aa01998a6fef6c0d18245b0b270
NNRAMP1.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNRAMP2.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNRAMP3.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNRAMP4.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
NNSLABS1.3D,22,17,17,74,1,2d5559f83c718a43fc9c16ea95bcaea83616457f
NNSLABS2.3D,22,17,17,74,1,2d5559f83c718a43fc9c16ea95bcaea83616457f
NNSLABS3.3D,28,26,26,104,21,f174858fcbf2c3d88abd7a5e0b628a854811857b
NNSLABS4.3D,28,26,26,104,21,f174858fcbf2c3d88abd7a5e0b628a854811857b
NNSLIM1.3D,16,12,12,48,1,ff2e085a25048f47ccb5bb19a23916c37bd6aabc
NNSLIM2.3D,16,12,12,48,1,ff2e085a25048f47ccb5bb19a23916c37bd6aabc
NNTELE.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
NNTRENCH.3D,36,26,26,116,1,77c6e8c5b4a9e3a1a42aa37627185cce8c6bdea3
NNWIND1.3D,40,50,50,172,1,6c6618a2ebab40879250471a07d272dabf0cae02
NNWIND2.3D,32,38,38,132,1,38f5565dc8a762be9cbda216003cf7a2f9ffc9fd
NNWIND3.3D,34,45,45,150,1,1536743af5539c1201f8732511eabf9608d9eb39
NNWIND4.3D,24,26,26,92,1,0bb6837a2fafc218c92647b0ee5790d68f0f4499
NNWIND5.3D,16,16,16,56,1,d1b84776c0862d2d72079f180ae61e77a89195d1
NNWIND6.3D,34,45,45,150,1,1536743af5539c1201f8732511eabf9608d9eb39
NNWIND7.3D,40,49,49,170,1,2d3c3019cbc5c8b4ccf21c391e3c16dc7ddb88f9
NNWIND8.3D,36,45,45,154,1,92ff3bbe3f961bc5369d7eabf8c63962feeec7f1
NNZONE1.3D,40,63,63,200,1,51c635bd6276f217459f6c5c7961a93f0381008f
NNZONE2.3D,40,63,63,200,1,51c635bd6276f217459f6c5c7961a93f0381008f
NONAME01.3D,191,294,294,914,2,a6870df183700b3780587bbf856000bc9dfa44b9
NOSE.3D,85,130,130,422,1,6cb6cdbb5cd3c483ad04757fe6c65535d6cd06c1
ONLYANCH.3D,18,29,29,87,1,2710671d46c85c71a28a56088657ca4e16c35a22
PANTRY.3D,14,13,13,50,1,4c42c484905ddbb2bc2cd8c49823ac5fb53994e8
PANTRY2.3D,10,7,7,30,1,fb0265f733560b6cfcb74c62de0ef52b4800f649
PASS.3D,10,10,10,30,1,a6097e7a9d73553e44814f558ab0461ad3075231
PASS2.3D,10,12,12,36,1,d1dc1d00886a09b99fbfd77563804b4aa83b29e4
PASS3.3D,12,14,14,42,1,9b474230232b218ca32fe148ab56e28e48b3b4ac
PENTEG.3D,110,141,141,541,1,4f4cda9d6f1069135817c73c084c5b673d59f360
PIER1.3D,136,181,181,628,1,53ebb40bd43872b7a6542adc1ead52bc75551d65
PILLAR.3D,33,34,34,124,1,de5bc4018f7c1e6d93e71633d966b7614700a3f7
PILLAR1.3D,27,44,44,138,1,bf36c1eb22157d439f8712561e7fe038572b806d
PILLAR2.3D,32,37,37,130,1,ccdcb68ea237ea2f5002d3320d0bc88c9ef2d979
PILLAR3.3D,32,34,34,124,1,dffb5f09e4a85079fe4d10b29cbc74375a215823
PILLAR4.3D,32,35,35,126,1,593c3e7a451c288c7a3b89c966804af1ae172f01
PILLAR5.3D,32,28,28,112,1,531064f7278c02a19649db89e8c28563c351781e
PILLAR6.3D,28,37,37,124,1,a4f487c45cfca588f0ff08df68207e974438ce28
PLANE01.3D,81,256,256,768,2,5ee1e266a5e7992cb1ff265d1cfe4f0844474f92
PLANK01.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
PLANK1.3D,8,8,8,28,1,263b7e50e6e173cf58e5f1bec0ff29d899b3eb31
PLANTER1.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
PLANTER2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
PLAQ.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
PLAQ2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
POLEARM.3D,21,29,29,96,1,2c7c57ad78959f6b7d9656848ba4c3333c93835f
POLY.3D,12,8,8,36,1,7ed08d63df040b950ff82efdbd8fc027bd98a0ed
POOL1.3D,24,23,23,90,1,a932c0c768434de6c246740aebff4e6206b9e668
POOL2.3D,32,30,30,120,1,06d320801db7173fda3c7c1b9769bf80951b9e5f
PORT.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
POTION.3D,36,38,38,144,1,cbb74019b72afcf9ba6a98276e56e7e6406da298
POULDS.3D,41,62,62,202,2,52c8a6eb60d990e164d810b178343edcc2bee553
PULP1STN.3D,20,20,20,76,1,cf45c899f9fde79fc6abcabd2cec502e3309a322
PULPBOX2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
PULPDR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
PULPIT1.3D,16,17,17,62,1,73d8fe36202a46def5fe972b7f4b091e61a47f4a
PULPIT2.3D,41,50,50,187,1,e984b81b2321390b15dc83799c1b26091c0e5e55
PULPLEVE.3D,47,64,64,222,1,41581e5fbada28753c311833c024356c26938229
PUZLEVE1.3D,24,20,20,70,1,2c49c7598a4feaee2a9376b74b31493fb1bafdbc
PUZSPRT1.3D,160,145,145,555,1,1466c771e34bca8353a8c0b389bcba9be3b5ea33
PUZSTND.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
PUZZBOX1.3D,80,106,106,419,1,640c1340f74babe73c44475e9950873beee25e28
PUZZDOOR.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
PUZZDOR2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
QBALC.3D,22,15,15,70,5,c4bdb3ddd5349472dfb2e9694e0bae551239a40f
QBALC2.3D,22,40,40,120,40,ced66e9791e3a154c32cf02144eeb290e5f13628
QBOX.3D,32,10,10,64,1,9ed5e3f20428dcf8a6eacc0a784824642bb723a7
QCORNER.3D,32,15,15,84,1,a753c0b5802770eac1cda8380e9c2e64470526be
QCORNER2.3D,32,15,15,84,8,078a48526a330e1084a6bd9404d137ff28100941
QCOVE.3D,48,84,84,252,65,b0c4c7879e6cfa4752c790ea942773fe9555fbb6
QCURVE.3D,20,14,14,60,10,fd58602a93e1d576e68aac413f7542fb4a1a4c8b
QCURVE2.3D,24,20,20,80,1,6709053e143b222bad3508b1239e79ad3f072680
QDOOR.3D,8,6,6,24,3,4f328e2bb2b3c9b2b01e4b1420f1ea05504b7188
QHALL.3D,12,8,8,32,7,470a479fb40301425a694b04ecbba07155eb9f56
QHALLR.3D,12,8,8,32,6,724a6fdc7aa15c6b0b891b5037d5be2545ce1030
QPIT.3D,16,13,13,52,1,74144487b071f1969b3f9e81a181f114ae7556d5
QPLAT.3D,24,18,18,80,1,05d418ed79c735a018dbac19efefa83d4cc3c60a
QRAMP.3D,8,6,6,24,4,cdc16d3745ea8801eaeae29ccbd75353ad805888
QRAMP2.3D,8,12,12,36,10,e9e9747ff77b126dfac384830ceaaec23e513abc
QSLOPE.3D,8,6,6,20,4,264f60040adf68e88a582e8941d02b62f1e4b122
QSLOPE2.3D,8,6,6,20,6,c1d682b0d4061f063767c859d3d9345a5f19f0ee
QTOP.3D,22,15,15,66,6,ac2f76314631c9ae1d3e80937b61489ef3bc7248
QTOP2.3D,22,15,15,66,6,4ac9b154ec77d708e5f38a1120c33a2de6f66745
QTRI.3D,16,9,9,40,6,6fb7cd10ec06b44e70908e46e86a46309a88522b
QUARTER1.3D,32,25,25,108,1,b2ec03615aad934796d96539ad42536429a627a4
QUARTER2.3D,32,25,25,108,1,b2ec03615aad934796d96539ad42536429a627a4
RACK.3D,68,48,48,228,1,c0df679badc9e74cd36850d19b48ea71b8915410
RAFT1.3D,85,63,63,268,1,252f9a21092f1cd43887bc312dd39858d7519c3f
RAMP1.3D,10,7,7,30,1,fb0265f733560b6cfcb74c62de0ef52b4800f649
RAMP2.3D,32,36,36,118,1,4aa54bae4debd738730645d6226c83f546477a82
RARCH.3D,36,53,53,178,1,ccb7aa6f2978972883732251f079914d28c56c3e
RBASE.3D,20,14,14,64,1,ba928ef758c373acc4d0144cfb04abfdb6bd31f1
REYE01.3D,12,2,2,14,1,343b64b86d8bf7cab92bbb695ba225f11ba0cbda
RFLAG.3D,15,26,26,78,2,94d049b8801daaa167e25c1e50049e355972f2b7
RFOOT.3D,36,46,46,148,1,f693c0a4113e64e762238ce0da8d61cca0656559
RIBS.3D,144,221,221,682,1,3d81151ae4e6d0a9930a11cfea8ad1e84a06766b
RLEG.3D,36,34,34,124,1,cf0700b255ecb73b4061e51c1739520f83570000
RMP04.3D,6,3,3,11,3,5c5847818f6a7e111a6f739689844fb3f0b491e6
RMP05.3D,20,14,14,58,1,c70e80c7ba2cea6cba3b5b2f3828a638527f764b
RMP06.3D,17,10,10,40,10,6ee03490f74d351f7cc73a3669d3192160cb4d8a
RNDTABL.3D,52,32,32,132,1,dee6ecc88557438c5fef096893df45c9ead20927
ROBE.3D,116,168,168,552,1,0ed5129cb50ed7dde47e23b3a3e64cb86bda33eb
ROCK1.3D,63,97,97,316,1,7b394afb66ab81b757ed6ebeddea9ab2aad2286f
ROCK10.3D,7,10,10,30,1,db7b2a7ef911bde373ee8c6dc644d2821eb66270
ROCK11.3D,7,9,9,28,1,fd5f909440cbd3b4868ae1c7f43caf82f0184055
ROCK12.3D,9,10,10,34,1,0ee6b0f4a09102f6a985eb9af813ec8befc5d9ac
ROCK13.3D,9,10,10,34,1,0ee6b0f4a09102f6a985eb9af813ec8befc5d9ac
ROCK14.3D,7,9,9,28,1,fd5f909440cbd3b4868ae1c7f43caf82f0184055
ROCK15.3D,9,11,11,36,1,45b0d184212c7ae901f7dcd484c84c40a661c05e
ROCK16.3D,7,9,9,28,1,fd5f909440cbd3b4868ae1c7f43caf82f0184055
ROCK17.3D,7,10,10,30,1,db7b2a7ef911bde373ee8c6dc644d2821eb66270
ROCK18.3D,7,10,10,30,1,db7b2a7ef911bde373ee8c6dc644d2821eb66270
ROCK19.3D,7,10,10,30,1,db7b2a7ef911bde373ee8c6dc644d2821eb66270
ROCK2.3D,36,56,56,180,1,7c25bbc8441edb0411f1bf6a0de219405d4620cf
ROCK3.3D,25,41,41,128,1,8f34f0feab5142a1a0c79a4985b3587befad5a59
ROCK4.3D,9,11,11,36,1,45b0d184212c7ae901f7dcd484c84c40a661c05e
ROCK5.3D,9,10,10,34,1,0ee6b0f4a09102f6a985eb9af813ec8befc5d9ac
ROCK6.3D,7,9,9,28,1,fd5f909440cbd3b4868ae1c7f43caf82f0184055
ROCK7.3D,9,10,10,34,1,0ee6b0f4a09102f6a985eb9af813ec8befc5d9ac
ROCK8.3D,10,11,11,38,1,a3c482765094f98d4f99d46a2e2352d40bcba334
ROCK9.3D,9,10,10,34,1,0ee6b0f4a09102f6a985eb9af813ec8befc5d9ac
ROCKS.3D,120,203,203,626,1,c989f4d0c29a3ecb405d7755bc3ad828c761ff3e
ROPER.3D,10,8,8,32,1,466a86b072c0d84c1ca7e04ef3e35f3208920a30
RUG.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
RUG2.3D,16,1,1,16,1,d84d9fdda370b6a193cb809eb77af6250caee751
RWING.3D,42,50,50,172,1,e719d833b0e769d5179002e7b3e5480b71a924f2
SACK.3D,36,51,51,164,1,f115608792a47f587f0ba5a0dce63a21313fbb28
SC01.3D,42,32,32,140,4,cb6a4e3240faba38906c423b4cadf05512f6ce53
SC02.3D,19,13,13,56,1,9be4bc136b02fca99eead487db9ae6edd70650e4
SC03.3D,32,25,25,103,4,9fd2b9eb826855a5a1c21c52f1b565f3a9bc9aa0
SC04.3D,54,44,44,189,36,66b17a880ebbf4ee7af0d6e1ab2f63667702c92d
SC05.3D,13,8,8,34,7,18577e9fad61a46c00ffc703c4970899ab4fb4b1
SC06.3D,15,12,12,45,4,aacf534658702e5d1517dd9c47a1f8a806ff7b2e
SC07.3D,18,13,13,54,5,e69bca09d8fbd2b03550e423fac30f8a0a34abbe
SC08.3D,46,38,38,158,25,15a834b5b8576532ffd84ac299eb5c4e70fed79e
SC09.3D,32,21,21,92,10,09551fc6a4c3879d6980f70c9eeba254f2472a21
SC10.3D,14,11,11,42,10,9f314cc49062f68d5f2235fc0415a39812779780
SC11.3D,8,4,4,16,4,11f3f513a0ac385cf88d91ad5ac94fc73f22eeaf
SC12.3D,18,14,14,56,9,04ab76d4213eec000b04285541fc8a4341dd9408
SC13.3D,20,15,15,62,7,2b8f4d420406ca34cbcf4260e6cc6f46f6ed2137
SC14.3D,16,13,13,50,4,f37357095303cbecc48a2062c6ea67534f07d170
SC15.3D,16,11,11,44,3,4a5afec95641d7a0e9430040ea671a866faa051a
SC16.3D,40,28,28,121,18,993d60a3afb2b7b15403664dbc0acd827473068a
SCBUTTN.3D,8,6,6,24,5,800c7b6d22acd4fa932a866075ddc661b0057668
SCLIFT.3D,8,6,6,24,5,2a8b52b7bb145ac2fa1e71192fef9e7185923df4
SCROLL.3D,32,38,38,136,1,95dcb44bbe9cebb66edb39288c1e88270583593a
SDRGH.3D,27,33,33,116,1,54d93f09f588981da38dc1d719202988a987e012
SECISLE2.3D,8,1,1,8,1,ae7baa5a2215503651a198dc530a91c696e8426a
SECRET.3D,20,34,34,102,1,b09e2819d636a3f016bea8698cc5185d3d9e7564
SECRET2.3D,20,11,11,56,1,168f158cb48cc036e7aa4c7192ad008d9acd0349
SHEET.3D,29,44,44,152,37,20185fa4dac1e83795e5c5928c4fa8f526892fae
SHEET1.3D,29,44,44,152,1,d076d27b7a4c52daf8cfe80f9045b7ca8e439745
SHEET2.3D,4,2,2,8,1,9acbb2b14c3546358885560457464a195fd3b8dc
SHEET3.3D,4,2,2,8,1,9acbb2b14c3546358885560457464a195fd3b8dc
SHIP.3D,362,570,570,1845,1,d8d29a25d12feff055515854c13cdffb577bbd70
SHIPDR.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
SHORT.3D,23,33,33,114,1,03f0b3acaeb353f18432643986adc2b895b22c04
SHORTBOW.3D,24,22,22,88,1,90fb4dc9be16d0f1b1949a016a62184489ce196f
SHORTSWO.3D,17,28,28,92,1,0438aecc6fb7dbbe0f2fda5070535884934c1cbd
SHSWORD.3D,29,54,54,162,1,f9b241d005bbdbc7dc72d113465077b53c226fa8
SIGILA.3D,16,12,12,48,1,ff2e085a25048f47ccb5bb19a23916c37bd6aabc
SIGILB.3D,20,20,20,72,15,a3d5c0b26e07945d61ff411ab786b38bb8b0c892
SIGILC.3D,18,16,16,62,10,f6e76672ecba458693a8060a1479dd7d43fb2868
SIGILD.3D,14,14,14,50,1,e93cfd91baba188ad790e49a7c5874169fac8b1b
SIGILE.3D,19,22,22,78,2,b8e2a6e17fb7edde03c90ba38511a573cae7beea
SIGILF.3D,18,20,20,72,8,57aa21520b9ffdd65821144bbc508ee508013fdc
SIGILG.3D,14,12,12,48,7,7d5468af929eaaab2947cc2528537da9f0eb39fd
SIGILH.3D,21,22,22,82,2,802394460d730bef35e26dfd16b6a11e1ad22b4a
SIGILI.3D,14,16,16,56,6,228a9631b7e889ccd0589db6d70beee40bf95867
SIGILJ.3D,20,20,20,72,20,fcc904abea3b335f35a303a2d7872801679ae5a9
SIGILK.3D,20,18,18,70,12,30021d628ef6822db145962b6a695348156baaeb
SIGILL.3D,18,20,20,72,19,450087c10339c988c91f6f8079c258796cb62d4d
SIGILM.3D,40,24,24,82,3,f850d75ebaeb9b0973073ed440f275963e6dc15e
SIGILN.3D,22,20,20,80,19,125081265c35478225bbde420082494089b19892
SIGILO.3D,25,20,20,82,12,cdccf4b488fc9aff984427da04fa2c22f9cafa80
SIGILP.3D,20,22,22,84,2,49a337d643b069f17f7aa85bafca16f07a9688fc
SIGILQ.3D,46,24,24,92,24,df72526ecac176650f4797372fdfa999ac25957c
SIGILR.3D,28,12,12,48,2,1cce850bf9dbbc382056a37046ea36b95a3d7f82
SIGILS.3D,20,24,24,84,24,ec7bf50ff6bd7b0046aefe6919f4b2220f68dc7b
SIGILT.3D,22,18,18,74,1,d9933aa1b8db7d28479a84750bbee8ceedcee476
SIGILU.3D,46,18,18,74,9,34baf622bb2386ea341bb4d6f34e2178856e279a
SIGILV.3D,27,26,26,102,26,ab95125f26669ca22fd0a59d9f4ec2de25fb964a
SIGILW.3D,30,30,30,118,30,42794018a23bcbac8df39dbbd7f48fb36d230ee0
SIGILZ.3D,15,14,14,52,9,81c062a7dde45e06005171f9f60b2728588e91c3
SIGN1.3D,32,36,36,136,1,fe07ed8e290d9c27f3b603fc7a981b4930dd9a86
SKINRUG.3D,30,13,13,56,1,467f2b6f54712c3a382943eab328ea65712356a9
SKULL.3D,28,23,23,98,4,705f6d0fc4dfde7713426e0a99d4870ef17355e2
SLOPE1.3D,8,5,5,18,1,d0a0b2cdebb59784fa5c5165cd4d912d8ca8bf9d
SLOPE2.3D,8,6,6,20,1,007150a71d05370199e73c7d78cd83661c0b0553
SLOPE3.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
SLOPE4.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
SLOPE5.3D,20,11,11,52,1,c79830933660ef569c99f62c48c4ef28d8338b4a
SLOPE6.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
SLOPE7.3D,16,9,9,40,1,c32e3da4dcf8354250feb04c75be3a995477a343
SLOPE8.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
SMCHEST.3D,12,7,7,32,1,90ac25a342d53ccbb803c3be61719c9c108faf99
SMTABL.3D,48,33,33,132,1,95abf40ab9e563c6357b171532f79e5337085d59
SORBED.3D,48,33,33,132,1,95abf40ab9e563c6357b171532f79e5337085d59
SORBOOKS.3D,32,26,26,112,1,a7d9d140a8c089fadf3aadf1b34a82fcc5ebc718
SORPILL.3D,48,46,46,184,1,d5d9df69933edceeb1c1215f6207208094b3797e
SORRUG.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
SORRUG2.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
SORSOX.3D,20,14,14,56,1,9f393d91270b8dcd0321d3de181991a744814931
SORTABLE.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
SPEAR.3D,37,64,64,192,1,05562d33aa5bc236cb27b248f14a8a5e4393590a
SPIKES.3D,63,54,54,198,1,e7d6bf0fcd0f3a0b2d379e42bf61ae6f2e8972a6
SPIN1.3D,84,82,82,328,1,c8d7291da895cffb762201c783c060db232320b9
SPIN2.3D,84,87,87,338,1,73a96d3b3da3fb5fdfc6cb2e7d91f3c6a9cc4563
SPIN3.3D,84,88,88,340,1,90e703a197d5a7568c52983fd39aca707c648ef3
SPINE.3D,33,36,36,134,1,64e0f539b746181b7039768741aacfc46cccf93e
SPINPLAT.3D,84,117,117,417,1,6c52226e979388739ce942e736ea964827c7de6d
SPIRE.3D,401,427,427,1650,2,eef01b1cfd7184db1390b8fccbf497904efdbe58
SPIRELE.3D,20,12,12,60,1,57742d83fc59b8c37cc9a87b4316e70939350298
SPIRELE2.3D,20,12,12,60,1,57742d83fc59b8c37cc9a87b4316e70939350298
SPIRELE3.3D,40,40,40,160,1,d0ba627802fdac81a2dd5332b59b381ea6185d71
STAFF.3D,35,52,52,170,1,0c3f1981a700b4f6c298b8c15952b9b7a8c2d945
STEP1.3D,12,8,8,36,1,7ed08d63df040b950ff82efdbd8fc027bd98a0ed
STEP2.3D,12,8,8,36,4,6bc5834e216872d164954584e07193f453f8f343
STEP3.3D,12,8,8,36,1,7ed08d63df040b950ff82efdbd8fc027bd98a0ed
STEP4.3D,12,8,8,36,5,976af67371d08c3571c4b22425310e6568f2f7dc
STEPS.3D,42,32,32,130,1,73614ce9c4375fa6c30420c82d2dd7900ec8f8be
STEPS1.3D,14,20,20,64,1,601c7aa1d693f962c5d7b8c8472256bcca30ceec
STOBEAM.3D,32,28,28,116,1,73ab37e114a53d12eff898107ec217470d99c759
STONDR2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
STONDR3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
STONDR4.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
STONDR5.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
STOOL.3D,56,67,67,239,1,5935eb7f208f25ac7d7ad32237493797cf1ab03e
STORAGE.3D,32,21,21,100,1,84df8c7e8c4572091a24a96492e8a0dd1cd22838
STORE.3D,194,221,221,825,1,f772fddbbe32f4de8ce3f09b18f0a7a07ab94342
STRDR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
STRETCH.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
SUBBLOK.3D,16,12,12,48,1,ff2e085a25048f47ccb5bb19a23916c37bd6aabc
SUPPORT.3D,31,28,28,116,1,465709c16dca696bac383f66d5755b5e1a9dcb20
SUPRT1.3D,32,30,30,102,1,394816eaf85ab18ff2904bd153e584de5b11c9cc
SUPRT2.3D,32,31,31,108,1,3005021c4e474e8547c01757a7ff4421dc44ae26
SUPRT3.3D,88,58,58,233,1,4eac2808aa3ebcef4ececc73590dc226c2587b9d
SUPRT6.3D,88,60,60,246,1,d692cf5d7664f323b6b16ef521f565a22fa974c1
SUPRT7.3D,106,79,79,312,1,c72b03950f52e4cc5b9899701dda8afa4240a7fb
SWORD.3D,9,8,8,28,7,52242daff7766fccdb9ec88653ad7354112be35f
T1A.3D,36,33,33,126,27,9086b216a9dde7f4eb9fb24501bc55ffed7129a2
T1B.3D,16,10,10,48,1,cb68d1c2a2631e7be92f2ac4047d2bcbf8b06601
T5BTNBOX.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
T5BUTN.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
T5CENT1.3D,54,53,53,208,1,6c15819c827ddb49be857af2018736a7ef714006
T5CENT2.3D,32,28,28,112,1,531064f7278c02a19649db89e8c28563c351781e
T5CENT3.3D,32,28,28,112,28,ce4709c978f632548523a52f8b4e0a0f8b15873c
T5CLIFT.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
